cd_cliente,nr_telefone
361,9658238468
362,4658357109
363,3145481920
364,1352823061
365,9490229459
366,9989011087
367,8367598459
368,8764967394
369,4470314742
370,8916791817
371,3178693917
372,4161262284
373,1146664433
374,8394406497
375,3283418941
376,9264604586
377,8778140942
378,433963082
379,3765364132
380,1234839780
381,7539026807
382,1933897885
383,9212503347
384,6947310532
385,6478447728
386,3793000979
387,1274070905
388,9661480803
389,673310375
390,9972552538
391,1447706739
392,15584785
393,5594189937
394,4496711422
395,4711357119
396,9854056197
397,3167125444
398,4120600015
399,3138327117
400,467470821
401,8641766516
402,4754897847
403,8251583202
404,7484960639
405,1335184746
406,868332061
407,8657249943
408,9257984447
409,2863700457
410,9873062938
411,1747670250
412,7579593910
413,9935959329
414,4236837508
415,4464874375
416,4746253903
417,669582259
418,1241140707
419,11379424
420,6230506903
421,7787091734
422,4657865172
423,4331826903
424,8313569457
425,7388322858
426,1793620358
427,989918135
428,2890676649
429,7742536861
430,4679310635
431,3592363063
432,4393794442
433,1467149189
434,6517568367
435,8424879868
436,9776529680
437,354759555
438,937563190
439,1348864382
440,9631725884
441,3380104419
442,9296500311
443,6682987373
444,3266036040
445,5551667996
446,6937324788
447,3546418735
448,3357352163
449,6125165581
450,6154639270
451,4960481938
452,8244052904
453,6184623383
454,9864917769
455,1928658107
456,415699353
457,713812195
458,4456047499
459,311245684
460,2253381289
461,5452119078
462,6551124596
463,6312561411
464,7999156621
465,7946194248
466,5314334822
467,5545722131
468,9791320976
469,226420040
470,9155750255
471,4415004160
472,2121489822
473,3890807733
474,6550110091
475,1439820873
476,978888975
477,6129132870
478,8384214763
479,6161057237
480,459599004
481,4614408415
482,4350365051
483,1249801476
484,6388554387
485,8647255653
486,9528790060
487,687431395
488,892855759
489,4821303167
490,719839503
491,9829411581
492,1814589838
493,5384953374
494,4882048394
495,3482757878
496,5565464297
497,5517067715
498,513139157
499,8786040178
500,1493945714
501,441347050
502,1949362934
503,159767675
504,1266382023
505,8351243368
506,134808245
507,1148345733
508,4677421831
509,1179482271
510,6256957411
511,7373729430
512,6231327210
513,1697296325
514,4149978921
515,4982164107
516,6836111730
517,1584462195
518,6726879919
519,6569655572
520,9655515369
521,6263386746
522,9275087238
523,9866725222
524,7584097195
525,9232057802
526,8838845004
527,8553893994
528,5516716912
529,2138967055
530,3452920639
531,9336686998
532,4987215660
533,3153123422
534,916671717
535,2225483131
536,7917837444
537,5582451879
538,9883610972
539,7755054713
540,6727013592
541,4921744922
542,5127255473
543,5311160383
544,9318639622
545,5428624492
546,5167847833
547,4928761787
548,4645873630
549,3415484629
550,885671080
551,512559488
552,7160096721
553,8661767284
554,7125894311
555,3899223863
556,8860078033
557,1340549214
558,3577876388
559,4520804149
560,7528584903
561,6454946152
562,4395549816
563,2436165517
564,4264122029
565,2490404044
566,8516773165
567,2134066156
568,4315338198
569,9587315059
570,7395207558
571,9577486174
572,667558236
573,8487081410
574,2874769176
575,7924369293
576,4713201645
577,9926778785
578,3283911722
579,6139194207
580,2760620223
581,1481205688
582,6776197093
583,3714299329
584,6876690655
585,8337722241
586,7458780687
587,2148788126
588,7737031965
589,1813314559
590,3854866103
591,8167944029
592,8355633462
593,8121989120
594,4128184730
595,4834308756
596,3469342671
597,1135767165
598,342584504
599,96911662
600,4446624921
601,8316455652
602,7471541517
603,8692800975
604,1854227119
605,7762332217
606,1630007394
607,4750118615
608,6915009050
609,4515581636
610,315578674
611,1427937586
612,9178448830
613,9147572258
614,1534666694
615,7559382795
616,9132976176
617,9422063521
618,8543129281
619,3545015218
620,1380971463
621,2852188270
622,9297839116
623,6623688192
624,4599431860
625,6537305750
626,114417118
627,3743108743
628,6231555973
629,149565456
630,4787250858
631,5387738139
632,6964192909
633,1923091161
634,7593786441
635,3142131722
636,7421862189
637,1234975599
638,1771494053
639,6918121695
640,5163012890
641,6122530329
642,416548974
643,3188407223
644,4972464650
645,2121034891
646,9432853
647,417162335
648,3573251446
649,6625845020
650,3221345789
651,6113087992
652,8975711683
653,8880804334
654,7523678169
655,2134010316
656,1710896177
657,3859137977
658,8861880110
659,2451027504
660,3384468387
661,2276238966
662,8874798513
663,1615632396
664,4843480254
665,3858111102
666,7371439141
667,6713695800
668,2765907052
669,911182516
670,8761760833
671,1571860525
672,7957518544
673,5551873867
674,371750907
675,8141563470
676,6397658390
677,3584958522
678,2175228694
679,1487511202
680,2883730911
681,6820129820
682,7114174440
683,4257900336
684,3581365481
685,9738643410
686,8925024326
687,94602259
688,9550012139
689,8199357084
690,9925557642
691,4160488094
692,4332529192
693,3253748657
694,8498351871
695,1251851570
696,2163602790
697,8364010093
698,8534274829
699,483424283
700,5547836680
701,4497721041
702,1521026277
703,4152758163
704,2436503941
705,9785983555
706,9721952497
707,8591425317
708,5561444389
709,8387114124
710,1647913444
711,1493038451
712,2120807993
713,6785900337
714,4897510488
715,119089175
716,1226116758
717,8838960038
718,9848070709
719,7469704709
720,6833214941
721,9883274666
722,1545072324
723,1941913914
724,5154541295
725,984655802
726,8839471561
727,6614077998
728,2721313855
729,1849649654
730,1659962403
731,6119225373
732,996879385
733,6715138152
734,6774875269
735,4714120095
736,3175492192
737,8957399251
738,8286506216
739,3196132038
740,8442479484
741,7544059058
742,7361060749
743,9963868942
744,6933653876
745,9718630011
746,7136893000
747,2830186837
748,8275739686
749,8328640824
750,8396273212
751,8597533419
752,9856819236
753,4454402992
754,9568571354
755,1225815806
756,2864793570
757,5134837614
758,4949874457
759,5171621618
760,9197281973
761,8475731
762,3828979690
763,8580587635
764,2428790109
765,9359329263
766,437333199
767,3179779742
768,2478795181
769,8398253175
770,9410716670
771,1983117695
772,179403372
773,1415474999
774,1165831806
775,8836365961
776,4574779968
777,4486639092
778,3796469764
779,3165797778
780,6519795873
781,323626413
782,1227657186
783,4294684290
784,6168560949
785,2142234231
786,1746151368
787,3499840496
788,6546810144
789,9693162952
790,4424218971
791,9733467347
792,1832363638
793,7937075203
794,6679925102
795,4712927948
796,3525492145
797,6197607391
798,4712137099
799,6583359327
800,9836158144
801,9381549897
802,8847745638
803,3459279691
804,8165203495
805,3587928728
806,6397982329
807,3494527077
808,1788347570
809,3263378522
810,5496651479
811,4232882940
812,9460225654
813,9371860972
814,8277925506
815,6799125002
816,5135611453
817,3423931849
818,4987686030
819,8559404438
820,811821699
821,7331675185
822,4870586644
823,1256426218
824,9577921681
825,1251887898
826,4631807331
827,5118810331
828,3539819010
829,5476566528
830,811282745
831,8591277311
832,9230979102
833,7550083564
834,7341084628
835,925787195
836,8859074414
837,5391560932
838,216090735
839,2152628622
840,8339255446
841,1312092728
842,9398445997
843,9343025210
844,9318944480
845,1142415916
846,4626706470
847,1525230939
848,7573923653
849,1575883034
850,2450282846
851,9668393439
852,3886824178
853,3261351401
854,7165271589
855,8495405685
856,3588411855
857,4761774375
858,4731738965
859,6381813039
860,6417504302
861,7323249244
862,4352942187
863,3570754375
864,6118783675
865,4378865458
866,1829437901
867,3569033825
868,8624820230
869,1419516255
870,7368520855
871,9845953699
872,4913808221
873,9528600648
874,4255283956
875,3291691183
876,6993687630
877,6613617123
878,8332405278
879,7170254964
880,8427298983
881,6938332087
882,3152024854
883,7778571722
884,7784619758
885,9881614026
886,2175598835
887,8748102825
888,3843655605
889,1481298024
890,9591322087
891,3423241753
892,9588036391
893,7334485125
894,7461495915
895,6725693488
896,7971894688
897,798959905
898,3364252239
899,187445964
900,4670419819
901,5564106209
902,1298723916
903,8785606382
904,4733351250
905,5136225225
906,7416489141
907,4599408635
908,1886822688
909,8516678970
910,1350417173
911,147844836
912,1982856682
913,7472228387
914,8618844649
915,988408549
916,5598577875
917,1653847402
918,4791530547
919,6298872372
920,8698753122
921,1470707704
922,7194865900
923,8124241917
924,4771481958
925,5534282130
926,7310335174
927,6570433014
928,3234181691
929,4922233241
930,8589152062
931,637962813
932,5411808254
933,6710851836
934,6818609063
935,7322242830
936,9977093007
937,4493075419
938,5175998237
939,1216337172
940,3454269392
941,1822788502
942,112433350
943,3355109164
944,9523767565
945,1597451631
946,8635118641
947,4119810683
948,3457842885
949,8379627065
950,7142245756
951,4759659687
952,8868614689
953,7775927205
954,4191206432
955,4937628676
956,1213967740
957,9544562955
958,1628195820
959,6348633545
960,7413982876
961,2816490360
962,8387673322
963,2775700977
964,4748141402
965,8348950119
966,38922643
967,4137412853
968,3387083155
969,7772603694
970,7484370999
971,9972808890
972,4512028834
973,383053559
974,9271946849
975,7382159934
976,6876316346
977,4230070041
978,6423264039
979,9945446371
980,433876324
981,1740221865
982,1842359000
983,5111436060
984,1165835216
985,6640335238
986,5581173953
987,3515545307
988,2418822639
989,3550280423
990,9724922688
991,6798001274
992,165796467
993,7984416870
994,7575410114
995,8416837794
996,9830285091
997,1695467225
998,7197281737
999,7559208272
1000,6972413457
1001,2132342233
1002,7138786418
1003,4497090935
1004,744319091
1005,3432385542
1006,1334193846
1007,2442952997
1008,6723093907
1009,3227268192
1010,3554623595
1011,8246871637
1012,2417889563
1013,6890162286
1014,7167394264
1015,9451860410
1016,2712857627
1017,9769291140
1018,6214897192
1019,7485408995
1020,8651304400
1021,9574326300
1022,9424280030
1023,5497722743
1024,1943143185
1025,4231858750
1026,2428493845
1027,1663577936
1028,6212396684
1029,2429991156
1030,6733562119
1031,1254758191
1032,9519118457
1033,6933059085
1034,4352935464
1035,3425687677
1036,7795002607
1037,7193310203
1038,7364603954
1039,9874714732
1040,1415551154
1041,8234339177
1042,7126115506
1043,2775068527
1044,744732969
1045,2767627618
1046,6475060318
1047,6212286592
1048,6999288699
1049,4121162919
1050,9886679734
1051,4321775666
1052,2154954270
1053,9922005580
1054,2735658311
1055,943098694
1056,7912320481
1057,4441517555
1058,5416357215
1059,7495965773
1060,7376641380
1061,5178711227
1062,5576285489
1063,9860346090
1064,3578000036
1065,8945907417
1066,1733117613
1067,7760177186
1068,6214529384
1069,6757108660
1070,9268537827
1071,8264077609
1072,6288904598
1073,1710830804
1074,1670363440
1075,2740754067
1076,5314135318
1077,2148589658
1078,2465192130
1079,1295889948
1080,9819801217
1081,27385825
1082,1818345337
1083,4224779011
1084,3811896809
1085,9821286535
1086,4463569178
1087,5440536567
1088,4989170885
1089,5585485852
1090,6518161686
1091,9792532931
1092,2150517081
1093,8223500207
1094,3834410951
1095,6311491052
1096,2464744576
1097,6177680506
1098,5445048561
1099,4124507826
1100,4218997465
1101,7169352125
1102,421869755
1103,4129640760
1104,8654785671
1105,4661597946
1106,1332178108
1107,3772451492
1108,7182089163
1109,358689291
1110,1559295152
1111,9711456463
1112,4250323754
1113,134600847
1114,8826101590
1115,9354391525
1116,7441221423
1117,2767838964
1118,2474038501
1119,1544936524
1120,3511435084
1121,4417335055
1122,6577509412
1123,7389626976
1124,1583225045
1125,961286285
1126,793469788
1127,2269412856
1128,681507932
1129,4580003404
1130,6216285459
1131,3446318053
1132,1646238651
1133,833097238
1134,6173018651
1135,3392205093
1136,3830064866
1137,6123255115
1138,9934671611
1139,6328729898
1140,9755162244
1141,6951243969
1142,8234954039
1143,8149140391
1144,4738157155
1145,1324247518
1146,4797088729
1147,5342262471
1148,6317475903
1149,5425661284
1150,1310188022
1151,4911653965
1152,8668918690
1153,1379234938
1154,1938887538
1155,2883784645
1156,6590861038
1157,2137807414
1158,9252854861
1159,3760551649
1160,498763831
1161,2890265043
1162,1396731523
1163,3162659689
1164,7182031262
1165,737874585
1166,8239709596
1167,8953912742
1168,4610372535
1169,1682442435
1170,9713256175
1171,3846575879
1172,6886059651
1173,6385916913
1174,8345670754
1175,8162259900
1176,6714781706
1177,6768958067
1178,8960927423
1179,4694371909
1180,3550975258
1181,4587355064
1182,1773896846
1183,68147658
1184,6861512792
1185,9979016015
1186,275623359
1187,6243031195
1188,8197797172
1189,1473453012
1190,6586773434
1191,7189383704
1192,4625490734
1193,4329409703
1194,4591114215
1195,3484294165
1196,6642732879
1197,2770947886
1198,89375294
1199,1668286679
1200,8362205871
1201,1289818589
1202,3165414446
1203,6834253264
1204,8188854809
1205,275948977
1206,1180258869
1207,3246453778
1208,9643465210
1209,1930737826
1210,2785615639
1211,3140773844
1212,745925268
1213,429545642
1214,5589301288
1215,5122973149
1216,9765562303
1217,3898693757
1218,3556868222
1219,22191812
1220,375278533
1221,6317297837
1222,3751831280
1223,3852671738
1224,51616733
1225,8615607734
1226,7479002492
1227,627901919
1228,3324401009
1229,868562438
1230,7180457561
1231,2837677138
1232,9741037652
1233,8160568702
1234,6945277114
1235,1284460905
1236,6175586489
1237,7498554770
1238,1236505330
1239,4826694249
1240,6755797924
1241,8578946962
1242,8470586192
1243,641691417
1244,6589762180
1245,754374766
1246,8935854099
1247,7939375331
1248,3434273978
1249,2724975181
1250,6643977535
1251,8253315668
1252,8677413724
1253,9655808857
1254,9579346747
1255,3410317279
1256,663483641
1257,5358813096
1258,9292934155
1259,8870959491
1260,6676250953
1261,7454209176
1262,7328631413
1263,1686827679
1264,2250249660
1265,2460800132
1266,5168646498
1267,177587563
1268,3267459664
1269,228068119
1270,7724353442
1271,9118823264
1272,9853591322
1273,8883217644
1274,9324404585
1275,9479651740
1276,6345714712
1277,9485217111
1278,8849270986
1279,1699422224
1280,3190420471
1281,9486563896
1282,1698880768
1283,8378707698
1284,2186487554
1285,6767276399
1286,1486122354
1287,1140266929
1288,181530569
1289,9728860954
1290,5422380495
1291,8399004022
1292,8737796392
1293,8757554201
1294,6422140724
1295,4615460912
1296,7551879346
1297,6764933413
1298,6339432403
1299,4437812137
1300,164085807
1301,8132489836
1302,9541255039
1303,2122473167
1304,942766835
1305,9686790240
1306,7426724614
1307,6864406819
1308,959733317
1309,621266487
1310,3126528072
1311,8893904763
1312,4563415161
1313,2219304665
1314,4370773191
1315,3380850437
1316,7758973197
1317,915919216
1318,6480320174
1319,9565602687
1320,6486792098
1321,9645704336
1322,4896206977
1323,7545861855
1324,7953229185
1325,9766664693
1326,4786776236
1327,4672829991
1328,8173259844
1329,6854606117
1330,4249204967
1331,5111833829
1332,8820952762
1333,5444041588
1334,9918293794
1335,146942946
1336,9596235993
1337,62218017
1338,1973653763
1339,3392510111
1340,1112387330
1341,8941877371
1342,496800051
1343,9146019744
1344,9474554261
1345,5327059869
1346,884536784
1347,248149100
1348,667958256
1349,739130962
1350,8751505822
1351,8331997887
1352,915642076
1353,4771676960
1354,8646911009
1355,4131362621
1356,6584470661
1357,8114951401
1358,4383288997
1359,4866481676
1360,9262428459
1361,3145278762
1362,6359404079
1363,519593682
1364,8915637447
1365,4831760419
1366,5557884887
1367,9785978466
1368,1922788626
1369,4414955015
1370,7921137233
1371,5415211820
1372,1269102706
1373,9867887485
1374,9895023537
1375,4235606304
1376,1118291266
1377,5161407898
1378,1732974704
1379,1519385815
1380,2286863186
1381,9637902295
1382,4371604852
1383,2754895008
1384,6796504346
1385,1348179285
1386,3367660409
1387,682117504
1388,7355933337
1389,3893577362
1390,5183762998
1391,1679307751
1392,9725169440
1393,4748524632
1394,9726911984
1395,9373342546
1396,21362087
1397,3830191188
1398,3747623215
1399,1313545348
1400,9916873635
1401,9751958780
1402,9268987275
1403,3246725165
1404,8738313850
1405,3329334690
1406,3381111
1407,1691381844
1408,1359252213
1409,4649338182
1410,6512068506
1411,532695121
1412,6641567019
1413,1665662413
1414,3468557385
1415,2170820698
1416,7571758552
1417,868870117
1418,5192426088
1419,1526999638
1420,7153332019
1421,6354086407
1422,6440187373
1423,4241415516
1424,1634392109
1425,5127621115
1426,3161658548
1427,3760069200
1428,6162229219
1429,1249903552
1430,6271926002
1431,3249334817
1432,1320275353
1433,8168928767
1434,139298113
1435,8672829424
1436,3395936981
1437,9819724969
1438,9576634748
1439,2411243025
1440,8195660006
1441,7120324198
1442,3350537238
1443,6173362759
1444,8597151141
1445,2819759545
1446,8312835647
1447,9737693549
1448,8127064308
1449,2794395108
1450,8893738747
1451,4870694116
1452,3188605000
1453,6316696972
1454,7959568395
1455,2792978284
1456,798333774
1457,954298755
1458,8351353750
1459,6998503222
1460,9448074399
1461,9560352465
1462,4333186431
1463,8222017093
1464,9797906302
1465,1355624785
1466,1918476220
1467,3278587485
1468,1197961513
1469,8249227067
1470,2794316918
1471,7125034892
1472,9693024996
1473,5146959330
1474,8594165656
1475,5315951125
1476,1965438370
1477,9955477629
1478,8598748847
1479,8485151603
1480,1764784925
1481,2126109515
1482,6541377396
1483,5385124080
1484,351857859
1485,3857973715
1486,3498872128
1487,2864998494
1488,7581181391
1489,8240958501
1490,3596227725
1491,1149672441
1492,3158109403
1493,2194686266
1494,8360347466
1495,6953349466
1496,4127572376
1497,456436880
1498,8676195127
1499,5173295049
1500,7521270669
1501,9656680468
1502,9338884576
1503,7911401871
1504,8670642736
1505,9576056554
1506,355677154
1507,7143146027
1508,8896704065
1509,7139888026
1510,1845280619
1511,6137385486
1512,4431241046
1513,5480349441
1514,8659076896
1515,335166140
1516,8845821324
1517,1316331504
1518,4110192803
1519,6367450614
1520,8324109430
1521,9920457165
1522,8272833661
1523,3496280484
1524,9279855678
1525,6690350038
1526,5418928955
1527,2855842468
1528,7968352382
1529,4583707306
1530,4385638106
1531,8675293291
1532,8724705351
1533,9934469069
1534,9871459427
1535,1419985719
1536,3218380727
1537,7766810626
1538,459902794
1539,5360656356
1540,3197971946
1541,4560560309
1542,2779272199
1543,5364123795
1544,8699377098
1545,5147574466
1546,3322464830
1547,4552823203
1548,7464875214
1549,1267644220
1550,9278937968
1551,6219861331
1552,911100282
1553,645143129
1554,659291919
1555,1290904191
1556,2854644585
1557,9694640307
1558,7367515488
1559,8760167467
1560,4631041788
1561,4814454103
1562,1897200103
1563,385816354
1564,7996982128
1565,133946509
1566,4732874086
1567,8742067118
1568,461490098
1569,7428369717
1570,5312861537
1571,4924263035
1572,4713222959
1573,7186455289
1574,836614718
1575,8211735302
1576,1216746443
1577,4258946215
1578,8534421788
1579,9973957309
1580,1922021254
1581,2245183471
1582,228228922
1583,4475913540
1584,6353058720
1585,4218088349
1586,9610342308
1587,2475972843
1588,5344833174
1589,4224471323
1590,9570788890
1591,3188001004
1592,7975631064
1593,8736399823
1594,5368511411
1595,3730942586
1596,4775406947
1597,8967291119
1598,9359195848
1599,6845054309
1600,7964434061
1601,1871310962
1602,6270403534
1603,6528008792
1604,8533145472
1605,2211205240
1606,7726296653
1607,6437916845
1608,8916087595
1609,4943482901
1610,4980620061
1611,1861630929
1612,1882980583
1613,86537459
1614,84844432
1615,4256710533
1616,4792947452
1617,715497747
1618,6291094340
1619,545432206
1620,8997151040
1621,9734005229
1622,1128620236
1623,3129418427
1624,8564898830
1625,6295558424
1626,8389684135
1627,342364994
1628,5471900523
1629,3828109762
1630,7142017786
1631,7126527452
1632,1652027239
1633,751117376
1634,6159473316
1635,4726664421
1636,861487837
1637,189159339
1638,4924842656
1639,9967063616
1640,4172969872
1641,9867488910
1642,1637177984
1643,413161033
1644,4670682376
1645,9522672643
1646,6274558282
1647,1843830471
1648,9511174576
1649,3235605324
1650,1433759294
1651,7968303493
1652,9427215486
1653,4566975357
1654,6332375540
1655,9337086391
1656,8735451472
1657,4519996089
1658,1341218947
1659,958074563
1660,216151996
1661,1620229239
1662,4847980468
1663,6469085257
1664,3267038973
1665,6610911439
1666,4914886454
1667,1796796684
1668,9471919389
1669,9114949462
1670,8657617325
1671,3572039549
1672,8121786506
1673,2757813616
1674,6218873342
1675,6183628415
1676,6292257065
1677,8134417531
1678,223594850
1679,3780949454
1680,9336495728
1681,4767540005
1682,8448117882
1683,9860389836
1684,7928578156
1685,2446329809
1686,1782991178
1687,8953674676
1688,8612911971
1689,1341369884
1690,6469685684
1691,8446253645
1692,5599523344
1693,1120671751
1694,6337683839
1695,8110640565
1696,4950923467
1697,6551696367
1698,2874627600
1699,4927792794
1700,8273343492
1701,9225302518
1702,9542355094
1703,6439960480
1704,1786888530
1705,6570565222
1706,8960297081
1707,8367801978
1708,2875050039
1709,9317606161
1710,842168553
1711,428996831
1712,492763125
1713,738240975
1714,414710216
1715,6763545189
1716,2295306155
1717,9114087726
1718,8147284212
1719,6667604728
1720,4591584348
1721,797482637
1722,8649963575
1723,979235993
1724,6782566218
1725,271824600
1726,7424141961
1727,8977722427
1728,3522389008
1729,1510647074
1730,6280210928
1731,3373991779
1732,2490377607
1733,6880249992
1734,7375507257
1735,3547459722
1736,775809469
1737,6321787550
1738,1722437207
1739,7516432350
1740,3547237942
1741,5357551419
1742,1738774100
1743,7342898820
1744,8339440594
1745,2489953034
1746,3164674675
1747,2753350032
1748,7393637807
1749,8884982508
1750,3496786860
1751,943259573
1752,6240164519
1753,3334940943
1754,1913704169
1755,1217452065
1756,5529839353
1757,7121619995
1758,8489061641
1759,8981518000
1760,6410426868
1761,6385619521
1762,749304952
1763,6911809127
1764,5546389905
1765,3440887598
1766,8150647988
1767,1874173636
1768,6978219824
1769,351057117
1770,8287020773
1771,8796578138
1772,5365949718
1773,414225248
1774,7758244483
1775,6520681075
1776,9828376367
1777,8937618418
1778,8745840658
1779,4580160218
1780,3882204820
1781,3443050502
1782,4372059025
1783,2450766894
1784,6483291130
1785,6958623091
1786,2411488558
1787,6737654240
1788,4826054906
1789,9120302540
1790,6235857313
1791,8292372535
1792,221968721
1793,6451121482
1794,9975980913
1795,7153726790
1796,4330071222
1797,6485901389
1798,1896067618
1799,687796219
1800,213902409
1801,4869728563
1802,9861251628
1803,499326660
1804,7129630491
1805,5380245063
1806,1662483798
1807,2492940843
1808,9311984013
1809,3478017459
1810,3222506393
1811,6335170478
1812,6228484797
1813,2460661256
1814,2165817177
1815,4932801378
1816,4379705374
1817,4311276724
1818,5420617512
1819,696542060
1820,5418473908
1821,9956462588
1822,9794844967
1823,6932783324
1824,6694426791
1825,858941874
1826,1972281223
1827,6469250819
1828,7792638328
1829,4660853206
1830,347664879
1831,1824283194
1832,6255641083
1833,2199591455
1834,5388696965
1835,4925767342
1836,9998233836
1837,3520479350
1838,1379481
1839,3877014271
1840,9510504315
1841,1749228644
1842,2263110490
1843,9168323485
1844,4479245158
1845,755214433
1846,8956082703
1847,2227331238
1848,4754602265
1849,5469051620
1850,8827136456
1851,6639634187
1852,7743329884
1853,627515207
1854,1887938127
1855,3595453230
1856,91565628
1857,7561381186
1858,1882288435
1859,446771893
1860,154542109
1861,516089689
1862,6817617489
1863,2286652408
1864,4343936948
1865,6678305628
1866,3547400355
1867,1678618715
1868,3271870001
1869,1420670925
1870,9384180208
1871,4157705037
1872,7746781914
1873,6629759922
1874,2769774934
1875,8350922473
1876,2741762455
1877,2187538504
1878,7457335475
1879,1557710062
1880,9154331584
1881,8963809568
1882,875043467
1883,8737322221
1884,9211327815
1885,3130633036
1886,6834332491
1887,7742252561
1888,8260179420
1889,629343272
1890,3885565425
1891,955811356
1892,8952430296
1893,6253253341
1894,3786303228
1895,6528717776
1896,6869298631
1897,6110402190
1898,9292432445
